id,name,glottocode,year,map_name_full
1048,Natuna Besar,mala1538,traditional,ecai
1049,Anambas Island,mala1538,traditional,ecai
1050,SUMATRA MALAY,nort3388,traditional,ecai
1051,Western Coastal Malay,mala1538,traditional,ecai
1053,JAVANESE/Cirebon,cire1240,traditional,ecai
1054,JAVANESE/Central Western,java1254,traditional,ecai
1055,JAVANESE/Eastern,java1254,traditional,ecai
1056,MADURESE/Western,nucl1460,traditional,ecai
1057,MADURESE/Central,nucl1460,traditional,ecai
1058,BIMA,bima1247,traditional,ecai
1061,LAMAHOLOT/Tanjung Bunga,tanj1250,traditional,ecai
1065,MADURESE/Western,nucl1460,traditional,ecai
1066,BIMA,bima1247,traditional,ecai
1067,SAVU/Timu,timu1261,traditional,ecai
1069,"ROTI,TIMCRESE,SAVU",,traditional,ecai
1071,MAKASAI,maka1317,traditional,ecai
1073,DAMAR/S DAMAR,east2472,traditional,ecai
1074,DAMAR/N DAMAR,west2548,traditional,ecai
1075,KEI-FORDATA/Larat II,ford1244,traditional,ecai
1076,YAMDENA/Northern,nort2863,traditional,ecai
1077,KEI-FORDATA/Larat I,ford1243,traditional,ecai
1078,BIAK,biak1248,traditional,ecai
1086,Adi,kowi1239,traditional,ecai
1087,Nufor,biak1248,traditional,ecai
1090,'LOW-COUNTRY SEMANG'/Semang of Juru',kens1248,traditional,ecai
1091,MALAY,stan1306,traditional,ecai
1092,VIET/South,sout2687,traditional,ecai
1093,MALAY,stan1306,traditional,ecai
1095,MALAY,stan1306,traditional,ecai
1097,MALAY,stan1306,traditional,ecai
1098,THAI-MALAY,thai1260,traditional,ecai
1099,Nias/Eastern,nias1242,traditional,ecai
1100,SUMATRA MALAY,nort3388,traditional,ecai
1101,SUMATRA MALAY/Riau,sing1270,traditional,ecai
1106,KOLANA,kola1287,traditional,ecai
1111,LAMAHOLOT/Lewolaga,lewo1249,traditional,ecai
1115,THAI,thai1261,traditional,ecai
1119,MOKEN,moke1242,traditional,ecai
1164,TUKUDEDE,tuku1254,traditional,ecai
1322,MBALOH,emba1238,traditional,ecai
1323,BUKAT,buka1261,traditional,ecai
1325,MENDALAM KY.,mend1267,traditional,ecai
1328,Sarawak Malay,sara1351,traditional,ecai
1330,Sarawak Malay,sara1351,traditional,ecai
1331,Bruit,brui1237,traditional,ecai
1335,MELANAU Daro,daro1239,traditional,ecai
1337,Matu,matu1262,traditional,ecai
1339,Dalat,dala1239,traditional,ecai
1340,Mukah - Oya,muka1237,traditional,ecai
1341,Balingian,bali1282,traditional,ecai
1343,BINTULU,bint1246,traditional,ecai
1344,BINTULU,bint1246,traditional,ecai
1345,M.,,traditional,ecai
1346,KANOWIT,kano1244,traditional,ecai
1347,Sarikei,sari1247,traditional,ecai
1348,Sibu,sibu1258,traditional,ecai
1350,KANOWIT,kano1244,traditional,ecai
1351,TANJONG,kano1244,traditional,ecai
1352,Western Coastal Malay,,traditional,ecai
1355,Sebuyau sd.,sebu1243,traditional,ecai
1356,LARA,rara1235,traditional,ecai
1357,SILAKAU,kend1254,traditional,ecai
1358,SINGGIE,sing1269,traditional,ecai
1360,JAGOI Dialects/Tringus,trin1272,traditional,ecai
1361,JAGOI,baub1235,traditional,ecai
1362,BIATAH,biat1246,traditional,ecai
1363,Bukar Sadong p.,buka1257,traditional,ecai
1364,Bidayuh,bida1240,traditional,ecai
1365,BUKAR SADONG,buka1259,traditional,ecai
1369,Milikin sd.,remu1237,traditional,ecai
1370,Balau sd.,iban1264,traditional,ecai
1373,Kendayan - Ambawang,amba1264,traditional,ecai
1374,JAGOI Dialects/Tengoh,teng1270,traditional,ecai
1375,JAGOI Dialects/Dongay,dong1297,traditional,ecai
1376,JAGOI Dialects/Assem,asse1237,traditional,ecai
1377,JAGOI Dialects/Suti,suti1238,traditional,ecai
1378,JAGOI Dialects/Empawa,empa1241,traditional,ecai
1379,Sebuyau sd.,sebu1243,traditional,ecai
1380,Mualang,mual1241,traditional,ecai
1381,KEMBAYAN,kemb1249,traditional,ecai
1386,KAPUAS (NGAJU),ngaj1237,traditional,ecai
1387,Banjar Hulu sd.,hulu1245,traditional,ecai
1388,Meratus (Bukit) sd.,buki1247,traditional,ecai
1389,Samihim,sami1248,traditional,ecai
1390,Dusun Balangan,dusu1270,traditional,ecai
1392,Lawangan,lawa1257,traditional,ecai
1393,DUSUN DEYAH,dusu1271,traditional,ecai
1395,S. -E. BARITO,maan1240,traditional,ecai
1396,Ma'anyan,maan1238,traditional,ecai
1397,East Coast Bajau,sulu1242,traditional,ecai
1398,BASAP Jembayan,basa1286,traditional,ecai
1399,Balikpapan sd.,buki1247,traditional,ecai
1401,?,,traditional,ecai
1402,Kutai Tenggarong sd.,teng1268,traditional,ecai
1403,Northern Kutai sd.,nort2827,traditional,ecai
1405,BASAP Berau B.,bera1265,traditional,ecai
1406,Merau Malay,bera1262,traditional,ecai
1408,Banjar M.,banj1239,traditional,ecai
1409,P. Kelai,kela1259,traditional,ecai
1410,Dumaring,duma1254,traditional,ecai
1411,P. TUBU K.?,puna1266,traditional,ecai
1412,Punan Gang P. NIBONG,pena1264,traditional,ecai
1413,Punan Lusong,pena1265,traditional,ecai
1414,Penan Apo P. NIBONG,pena1266,traditional,ecai
1416,Kajaman p.,kaja1250,traditional,ecai
1417,LAHANAN,laha1253,traditional,ecai
1418,REJANG KAYAN Dialects/Long Geng,long1410,traditional,ecai
1419,REJANG KAYAN Dialects/Long Murun,long1409,traditional,ecai
1420,Punan Gang P. NIBONG,pena1264,traditional,ecai
1421,REJANG KAYAN Dialects/Uma Daro,umad1241,traditional,ecai
1422,REJANG KAYAN Dialects/Long Badan,long1408,traditional,ecai
1423,REJANG KAYAN Dialects/Ma'Aging,maag1237,traditional,ecai
1424,BUKITAN Ukit,ukit1237,traditional,ecai
1425,REJANG KAYAN Dialects/Long Kehobo,long1411,traditional,ecai
1426,REJANG KAYAN Dialects/Uma Juman,umaj1240,traditional,ecai
1427,Uma Bakah W.K.,umal1239,traditional,ecai
1428,P. NIBONG P. Lanying,pena1267,traditional,ecai
1429,KAJAMAN Sekapen,seka1248,traditional,ecai
1430,Mbaloh,emba1238,traditional,ecai
1432,Kakus Penan W.K.,kaku1241,traditional,ecai
1434,Pasir Malay,buki1247,traditional,ecai
1437,Kedayan,keda1250,traditional,ecai
1439,NAROM Miri,miri1269,traditional,ecai
1445,Sar. M.,brun1242,traditional,ecai
1447,TUTONG,tuto1241,traditional,ecai
1448,Brunei Malay,brun1243,traditional,ecai
1450,SOUTHERN BISAYA,saba1267,traditional,ecai
1451,"LUN DAYE p., Kawang - Menadong sd.",lund1271,traditional,ecai
1452,KOLOD,okol1241,traditional,ecai
1453,Maligan Tagal,mali1282,traditional,ecai
1454,NORTHERN BISAYA,saba1267,traditional,ecai
1455,BEAUFORT MUDUT Dialects / Bukow,buka1260,traditional,ecai
1456,BEAUFORT MUDUT Dialects / Bintaq,beau1239,traditional,ecai
1457,KLIAS RIVER KADAZAN,klia1235,traditional,ecai
1459,TATANA,tata1257,traditional,ecai
1460,East Coast Bajau,sulu1242,traditional,ecai
1462,RUNGUS,rung1259,traditional,ecai
1463,Gonsomon,gons1237,traditional,ecai
1464,Nulu,nulu1237,traditional,ecai
1465,Rungus p,rung1259,traditional,ecai
1466,TAMBANUA,tomb1244,traditional,ecai
1467,GARO,kota1279,traditional,ecai
1468,KIMARAGANG,kima1244,traditional,ecai
1469,LINGKABAU,ling1266,traditional,ecai
1470,TEBILUNG,tobi1239,traditional,ecai
1471,Tempasuk,temp1235,traditional,ecai
1473,DUMPAS,dump1242,traditional,ecai
1474,TIDONG,tidu1239,traditional,ecai
1478,Kuala - Monsok,kual1253,traditional,ecai
1479,KENINGAU MURUT Dialects / Apin - Apin Kuijar,keni1249,traditional,ecai
1481,KENINGAU MURUT Dialects / Nabay,naba1255,traditional,ecai
1482,"KENINGAU MURUT Dialects / Dusun Murut, Tambual",dusu1272,traditional,ecai
1483,Dusunic Subgroup,dusu1277,traditional,ecai
1484,GANA,gana1277,traditional,ecai
1485,KUIJAU,kuij1237,traditional,ecai
1488,L. Pa Sia sd.,lund1271,traditional,ecai
1489,Oga Bakung,main1275,traditional,ecai
1490,P. Ukit,puna1270,traditional,ecai
1491,L. Kelawit,kaya1325,traditional,ecai
1492,KAYAN R. K. L. Naean,kaya1325,traditional,ecai
1493,Kayan R. Bakung,main1275,traditional,ecai
1494,KAYAN R. KY. Uma Lakan,umal1240,traditional,ecai
1496,Kayaniyut K.,kaya1326,traditional,ecai
1497,P. APUT,puna1267,traditional,ecai
1498,KAYAN R. KY. Kayaniyut Ky.,kaya1326,traditional,ecai
1499,P. Poh,main1275,traditional,ecai
1500,P. Basap,puna1273,traditional,ecai
1501,P. Kelai,kela1259,traditional,ecai
1503,SERUDUNG,seru1246,traditional,ecai
1504,M,,traditional,ecai
1505,Iban,iban1264,traditional,ecai
1507,Keninjal,keni1248,traditional,ecai
1508,Ulu Ai',ulua1243,traditional,ecai
1509,Kolis MBALOH,kali1304,traditional,ecai
1512,W.KENYAH Kemena Penan,keme1241,traditional,ecai
1513,W.K. L. Bangan,long1401,traditional,ecai
1514,BERAWAN Dialects / W. Berawan,,traditional,ecai
1515,P. NIBONG Sipeng,sipe1237,traditional,ecai
1522,L. Seridan,kela1258,traditional,ecai
1523,L. Labid,,traditional,ecai
1524,L. Lellang,kela1258,traditional,ecai
1525,L. Atip BARAM KAYAN,long1413,traditional,ecai
1526,BERAWAN Dialects / Long Terawan,east2486,traditional,ecai
1527,L. Wat TUTOH K.,long1406,traditional,ecai
1528,KIPUT Balait Jati,kipu1237,traditional,ecai
1529,Narom p.,naro1251,traditional,ecai
1530,Kiput p.,kipu1237,traditional,ecai
1531,Lemiting,lemi1242,traditional,ecai
1532,S. BISAYA,brun1251,traditional,ecai
1533,BERAWAN Dialects / Long Pata,west2564,traditional,ecai
1534,BERAWAN Dialects / Batu Baleh,cent2098,traditional,ecai
1535,LELAK Dali,dali1244,traditional,ecai
1536,MURIK KY. L. Nanyuq,long1403,traditional,ecai
1537,L. Ekang,long1400,traditional,ecai
1539,Lelak p.,lela1246,traditional,ecai
1540,L. Napir,kela1258,traditional,ecai
1544,P. Batu,saja1241,traditional,ecai
1546,SEGAI Bolongan,bolo1268,traditional,ecai
1548,BURUSU,buru1304,traditional,ecai
1551,P. Penjalin,main1275,traditional,ecai
1552,P. Segah,sega1244,traditional,ecai
1553,KAYAN R KENYAH,main1275,traditional,ecai
1555,P. MERAP,mera1243,traditional,ecai
1557,P. Sajau,puna1271,traditional,ecai
1559,Abai,abai1239,traditional,ecai
1560,PUTOH,puto1237,traditional,ecai
1562,SA'BAN,saba1265,traditional,ecai
1563,LUN DAYE p. Papadi sd.,lund1271,traditional,ecai
1564,LENGILU,leng1260,traditional,ecai
1565,L. Bawan sd.,lund1271,traditional,ecai
1566,L. Bangaq,lonb1237,traditional,ecai
1567,KELABIT,kela1258,traditional,ecai
1569,Bah Malei,bahm1237,traditional,ecai
1570,Nibong,nibo1237,traditional,ecai
1571,P. Silat,pena1268,traditional,ecai
1572,Bok P.,bokp1241,traditional,ecai
1573,L. Luyang,long1397,traditional,ecai
1574,BERAWAN Dialects / Long Jegan,,traditional,ecai
1576,BARAM KY Uma Bawang,bara1370,traditional,ecai
1577,Long Akah,long1412,traditional,ecai
1578,Lirong SEBOB K.,liro1237,traditional,ecai
1579,L. Atun,long1398,traditional,ecai
1581,LOBU,lobu1241,traditional,ecai
1582,ABAI SUNGAI,abai1240,traditional,ecai
1584,BUKITAN P. Busang,puna1269,traditional,ecai
1586,SEMBAKUNG,semb1242,traditional,ecai
1587,SELUNGAI MURUT,selu1243,traditional,ecai
1588,Salalir,sala1270,traditional,ecai
1589,KENINGAU MURUT Dialects / Dusun Murut,dusu1272,traditional,ecai
1590,KENINGAU MURUT Dialects / Apin - Aoin Kuijau,keni1249,traditional,ecai
1591,Pnsiangan Murut,pens1238,traditional,ecai
1592,SUMAMBU - TAGAL Rundum Murut,taga1273,traditional,ecai
1593,Tomani Sumambu,taga1273,traditional,ecai
1594,Paluan p. sd.,palu1253,traditional,ecai
1595,Pandewan,pand1267,traditional,ecai
1597,Dalit sd. PALUAN p.,dali1243,traditional,ecai
1598,UPPER KINABATANGAN p.,uppe1427,traditional,ecai
1599,BAUKAN p.,bauk1238,traditional,ecai
1600,Minokok,mino1243,traditional,ecai
1602,Tengara,teng1271,traditional,ecai
1603,Dusun Segama,dusu1276,traditional,ecai
1605,IDA'AN,idaa1241,traditional,ecai
1606,Paitanic Subgroup,pait1248,traditional,ecai
1608,LOTUD,lotu1250,traditional,ecai
1610,Putatan sd.,puta1239,traditional,ecai
1611,Coastal Kadazan Southern sd.,coas1294,traditional,ecai
1614,KALABAKAN,kala1391,traditional,ecai
1617,MODANG L. Glat,long1405,traditional,ecai
1620,Taman,tama1335,traditional,ecai
1621,HOVONGAN Semukung - Uheng,semu1241,traditional,ecai
1623,KEREHO - UHENG,kere1285,traditional,ecai
1624,HOVONGAN,hovo1239,traditional,ecai
1625,KAYAN MAHAKAM,kaya1324,traditional,ecai
1626,Seoutan,sepu1237,traditional,ecai
1627,AOHENG P.,aohe1238,traditional,ecai
1630,P. Oho,main1275,traditional,ecai
1632,Beiayan,bela1259,traditional,ecai
1633,DOHOI,doho1239,traditional,ecai
1634,Linggang,tunj1245,traditional,ecai
1635,AMPANANG,ampa1239,traditional,ecai
1636,Pahu,pahu1239,traditional,ecai
1637,Londong,tunj1246,traditional,ecai
1638,Kutai Tenggarong,teng1268,traditional,ecai
1639,MAHAKAM K. p.,maha1308,traditional,ecai
1640,BAHAU,baha1257,traditional,ecai
1641,MODANG Long Glat,long1405,traditional,ecai
1644,P. Ratah,nort2891,traditional,ecai
1645,KAYAN MAHAKAM,kaya1324,traditional,ecai
1646,MAHAKAM K. p.,kaya1324,traditional,ecai
1648,P. MERAH,puna1268,traditional,ecai
1649,BUSANG Mahakam Busang,maha1298,traditional,ecai
1650,Benua,benu1246,traditional,ecai
1651,Bentian,bant1290,traditional,ecai
1652,TUNJUNG,tunj1244,traditional,ecai
1653,NORTH - EAST BARITO,nort2888,traditional,ecai
1655,Jelalong P.,jela1245,traditional,ecai
1670,Trusan,trus1237,traditional,ecai
1672,BUKITAN p.,buki1248,traditional,ecai
1673,Ba. P. BAH - BIAU,puna1277,traditional,ecai
1674,Bi. P. BAH - BIAU,puna1277,traditional,ecai
1686,Sugut Kao'azan,sugu1243,traditional,ecai
1688,KADAZAN DUSAN / Central Kadazan Dusan,cent2100,traditional,ecai
1689,EASTERN KADAZAN,cent2100,traditional,ecai
1705,Binatang BASAP,basa1286,traditional,ecai
1706,BASAP Karangan,kara1491,traditional,ecai
1707,Kutai Malay,teng1267,traditional,ecai
1708,Labu Malay,bera1262,traditional,ecai
1709,Marau Malay,bera1262,traditional,ecai
1710,Kutai Kota Bangun sd.,kota1275,traditional,ecai
1711,Kutai Ancalong sd.,anca1243,traditional,ecai
1712,Lapo' Lulit KELINYAU K.,lepo1241,traditional,ecai
1713,Uma Jalam,umaj1239,traditional,ecai
1714,L.Wai,moda1244,traditional,ecai
1715,Nahes Liah Bing MODANG,liah1237,traditional,ecai
1716,WAHAU KY,waha1239,traditional,ecai
1717,Uma Titai WAHAU K.,waha1239,traditional,ecai
1718,Uma Bem,umab1239,traditional,ecai
1719,KELINYAU L. Bento,main1275,traditional,ecai
1720,Uma Tau,umat1246,traditional,ecai
1721,MODANG Benehes,bene1245,traditional,ecai
1722,Banjar Malay,banj1239,traditional,ecai
1723,Bakumpai Malay,baku1263,traditional,ecai
1729,BAKUNG K. Boh BAKUNG,kaya1324,traditional,ecai
1730,MAHAKAM K. Boh,maha1308,traditional,ecai
1731,BUKITAN P. Batu,buki1248,traditional,ecai
1732,Sian,sian1255,traditional,ecai
1733,Iban Section-Level Isolate,iban1264,traditional,ecai
1734,Local Malay,,traditional,ecai
1736,L. Bene,baha1262,traditional,ecai
1738,L.Puyungan,baha1262,traditional,ecai
1739,L. Atau,baha1262,traditional,ecai
1740,L. Anap,uppe1459,traditional,ecai
1741,L. Moh,uppe1459,traditional,ecai
1742,L. Lamai,uppe1459,traditional,ecai
1743,Nyamok,uppe1459,traditional,ecai
1744,L. Jeeh,uppe1459,traditional,ecai
1745,L. Semiang,long1402,traditional,ecai
1747,Suluk,taus1251,traditional,ecai
1755,Tabun sd.,lund1271,traditional,ecai
1756,Upper Limbang Ba Kelalan sd.,lund1271,traditional,ecai
1757,Upper Limbang Adang sd.,lund1271,traditional,ecai
1758,L. Semado sd.,lund1271,traditional,ecai
1763,L. Sukang,lund1271,traditional,ecai
1764,Lawas sd.,lund1271,traditional,ecai
1765,Papar 1 sd.,papa1268,traditional,ecai
1767,ARANDAI,domb1240,traditional,ecai
1768,KONDA,kond1303,traditional,ecai
1769,PURAGI,pura1253,traditional,ecai
1770,KAMPONG BARU,kais1235,traditional,ecai
1771,Mugin,yaha1248,traditional,ecai
1772,INANWATAN,suab1238,traditional,ecai
1773,YARADIAN,yaha1248,traditional,ecai
1774,Kasuweri,kasu1243,traditional,ecai
1775,TAROF,taro1259,traditional,ecai
1776,Neget Besa,negr1235,traditional,ecai
1777,ASUWERI,kasu1243,traditional,ecai
1778,MORAID,mora1239,traditional,ecai
1779,KALABRA,kala1256,traditional,ecai
1780,? KUWANI,,traditional,ecai
1781,TEHIT,tehi1237,traditional,ecai
1782,Mbolfle,mbol1235,traditional,ecai
1783,Fayok,maib1239,traditional,ecai
1784,Sawyat,sawi1235,traditional,ecai
1785,Tehijit,tehi1239,traditional,ecai
1786,Sayfi,saif1237,traditional,ecai
1787,Konyok,tehi1237,traditional,ecai
1788,Khlabra,tehi1237,traditional,ecai
1789,Fkhar,fkar1237,traditional,ecai
1791,KARON PANTAI,abun1252,traditional,ecai
1792,MADKI,abun1252,traditional,ecai
1793,Kebar,mpur1239,traditional,ecai
1794,Amberbaken,mpur1239,traditional,ecai
1795,KARON DORI,karo1303,traditional,ecai
1796,MEAX,meya1236,traditional,ecai
1797,Tuf,maib1239,traditional,ecai
1798,BRAT,maib1239,traditional,ecai
1799,BRAT Yak,maib1239,traditional,ecai
1800,PAPUAN,,traditional,ecai
1801,Marey,maib1239,traditional,ecai
1802,Asmaun,maib1239,traditional,ecai
1803,Brat,maib1239,traditional,ecai
1804,Maru,maib1239,traditional,ecai
1806,Mantion,mani1235,traditional,ecai
1807,Manikion,mani1235,traditional,ecai
1808,BORAI,hata1243,traditional,ecai
1809,MENINGGO,mosk1236,traditional,ecai
1810,HATTAM,hata1243,traditional,ecai
1812,YAUR,yaur1239,traditional,ecai
1813,South ASIENARA,buru1308,traditional,ecai
1814,North ASIENARA,buru1308,traditional,ecai
1815,Western IRIA,kamb1302,traditional,ecai
1816,Central IRIA,kamb1302,traditional,ecai
1817,Eastern IRIA,kamb1302,traditional,ecai
1819,SEMIMI,semi1264,traditional,ecai
1820,WAROPEN Napan ?,napa1243,traditional,ecai
1821,WANDAMEN,wand1267,traditional,ecai
1822,YERETUAR,yere1243,traditional,ecai
1824,TANDIA,tand1253,traditional,ecai
1825,NABI,kuri1260,traditional,ecai
1826,Bintuni,bint1244,traditional,ecai
1827,DUSNER,dusn1237,traditional,ecai
1829,Eastern IRAHUTU,irar1238,traditional,ecai
1830,Southeastern IRAHUTU,irar1238,traditional,ecai
1831,South IRAHUTU,irar1238,traditional,ecai
1832,MAIRASI,nucl1594,traditional,ecai
1833,NORTH-EASTERN MAIRASI ?,nort2908,traditional,ecai
1834,MOI,moii1235,traditional,ecai
1835,Yafpan,moii1235,traditional,ecai
1836,DAI,,traditional,ecai
1837,Mosana,moii1235,traditional,ecai
1838,SEGET,sege1235,traditional,ecai
1839,MOI,moii1235,traditional,ecai
1840,MOS,morb1239,traditional,ecai
1841,North IRAHUTU,irar1238,traditional,ecai
1842,TANAH MERAH,tana1288,traditional,ecai
1843,BARAU,bara1347,traditional,ecai
1845,BAHAM,baha1258,traditional,ecai
1847,ONIN,onin1245,traditional,ecai
1848,IHA Kapaur,ihaa1241,traditional,ecai
1849,ERCKWANAS  Iha,ihaa1241,traditional,ecai
1853,Oba,kamo1255,traditional,ecai
1854,IRESIM,ires1239,traditional,ecai
1855,KOSARE,kosa1251,traditional,ecai
1856,KOSAREK(WANAM),kosa1249,traditional,ecai
1857,NIRSAN(YALI),nips1240,traditional,ecai
1858,GOLIATH,unaa1239,traditional,ecai
1859,KORAPUN,kora1298,traditional,ecai
1860,NALCA,nalc1240,traditional,ecai
1861,SIRKAI,kete1254,traditional,ecai
1862,EKAGI Yabi,yabi1243,traditional,ecai
1863,Simori,simo1241,traditional,ecai
1864,Mapia,mapi1251,traditional,ecai
1865,Northern dialects,ekar1243,traditional,ecai
1866,Paniai,ekar1243,traditional,ecai
1867,Tigi,ekar1243,traditional,ecai
1868,Western KAMORO,kamo1255,traditional,ecai
1869,Tarya,tary1239,traditional,ecai
1870,Central Kamora,kamo1255,traditional,ecai
1871,Kamora,kamo1255,traditional,ecai
1872,Upper Wania,kamo1255,traditional,ecai
1873,Wania  KAMORO,kamo1255,traditional,ecai
1874,Mukumuga,kamo1255,traditional,ecai
1875,South MONI,moni1261,traditional,ecai
1876,Amung UHUNDUNI,dama1272,traditional,ecai
1877,Enggipiloe,engg1246,traditional,ecai
1878,UHUNDUNI,dama1272,traditional,ecai
1879,Damal,dama1272,traditional,ecai
1880,SOUTH NGALIK,sili1249,traditional,ecai
1881,NDUGA,ndug1245,traditional,ecai
1882,NORTH NGALIK,angg1239,traditional,ecai
1883,WANO,wano1243,traditional,ecai
1884,DEM,demm1245,traditional,ecai
1885,IIaga,ilag1236,traditional,ecai
1886,Sinak,west2594,traditional,ecai
1887,North Balim,nort3397,traditional,ecai
1888,WESTERN BANI Yamo,west2594,traditional,ecai
1889,Swart Valley,swar1236,traditional,ecai
1890,Bokondini,west2596,traditional,ecai
1891,Kimbin,lowe1417,traditional,ecai
1892,Wodo,wala1269,traditional,ecai
1893,Gorge,gran1246,traditional,ecai
1894,DABRA,tawo1244,traditional,ecai
1895,SENGGI,seng1285,traditional,ecai
1896,South LOLODA,lolo1264,traditional,ecai
1897,North LOLODA,lolo1264,traditional,ecai
1898,GALELA,gale1259,traditional,ecai
1901,Talai,tala1288,traditional,ecai
1903,Nyeku TOBARU,nyek1238,traditional,ecai
1904,South MODOLE,sout2945,traditional,ecai
1905,North MODOLE,nort2925,traditional,ecai
1906,Heleworuru,tobe1252,traditional,ecai
1907,Boeng,boan1244,traditional,ecai
1908,GEBE,gebe1237,traditional,ecai
1910,Kao,kaoo1238,traditional,ecai
1911,PAGU lsam,isam1243,traditional,ecai
1912,Padiaua,padi1242,traditional,ecai
1913,Gamkonor,gamk1238,traditional,ecai
1914,SAHU,sahu1245,traditional,ecai
1916,TOBARU,taba1263,traditional,ecai
1918,Kao,kaoo1238,traditional,ecai
1920,Dodinga,dodi1239,traditional,ecai
1921,TIDORE,tido1248,traditional,ecai
1922,Waiamli,waya1267,traditional,ecai
1923,BULI,buli1255,traditional,ecai
1924,Tugutil,tugu1246,traditional,ecai
1925,TOBLLO,tobe1252,traditional,ecai
1926,MABA,maba1278,traditional,ecai
1927,Maba,maba1278,traditional,ecai
1928,TOBELO Boeng,boan1244,traditional,ecai
1929,Haleworuru,tobe1252,traditional,ecai
1930,SAWAI,sawa1247,traditional,ecai
1931,E & W MAKIAN,east2440,traditional,ecai
1935,E.& W.MAKIAN,east2440,traditional,ecai
1938,WEDA,weda1240,traditional,ecai
1939,North-Eastern GIMAN,gane1237,traditional,ecai
1940,North Western GIMAN,gane1237,traditional,ecai
1941,Temate,tern1247,traditional,ecai
1942,Southern GIMAN,gane1237,traditional,ecai
1946,Tobelo,tobe1252,traditional,ecai
1950,Bacbn Malay,baca1243,traditional,ecai
1954,Termate,tern1247,traditional,ecai
1958,PATANI,pata1260,traditional,ecai
1959,Buton,buto1237,traditional,ecai
1964,MATBAT,matb1237,traditional,ecai
1965,BIAK,biak1248,traditional,ecai
1967,LAGANYAN,lege1241,traditional,ecai
1970,KAWE,kawe1240,traditional,ecai
1971,MADEN,made1253,traditional,ecai
1977,TOBELO,tobe1252,traditional,ecai
1979,SEMPAN,semp1241,traditional,ecai
1981,BIPIM,wark1247,traditional,ecai
1982,WARKAY,wark1247,traditional,ecai
1984,Sokeni,cent2117,traditional,ecai
1985,Keenaskp,cent2117,traditional,ecai
1986,KEENOK,nort2917,traditional,ecai
1987,NORTH ASMAT,nort2917,traditional,ecai
1988,SOMAHAI,soma1242,traditional,ecai
1989,CITAK ASMAT,cita1246,traditional,ecai
1991,UPPER KAEME R?,awyu1263,traditional,ecai
1992,South AIRO-SUMAGHAGHE,asue1235,traditional,ecai
1993,Wideman R ?,asue1235,traditional,ecai
1994,Kayagar Stock-Level Family,tama1336,traditional,ecai
1995,Tamario,tama1336,traditional,ecai
1996,South SAWUY,sawi1257,traditional,ecai
1997,North SAWUY,sawi1257,traditional,ecai
1998,Kampung r PISA,asue1235,traditional,ecai
1999,Central AIRO-SUMAGHAGHE,asue1235,traditional,ecai
2000,North AIRO-SUMAGHAGHE,asue1235,traditional,ecai
2001,KAYGIR,kaya1328,traditional,ecai
2002,South KAUGAT,atoh1238,traditional,ecai
2003,North KAUGAT,atoh1238,traditional,ecai
2004,Bapai,bapa1239,traditional,ecai
2005,Nambeomon,namb1294,traditional,ecai
2006,Oba YAQAY,obam1239,traditional,ecai
2007,Siagha,eder1237,traditional,ecai
2009,SIAGHA-YENIMU,sout2941,traditional,ecai
2010,AGHU,aghu1255,traditional,ecai
2011,KIA R?,jair1235,traditional,ecai
2012,EDERAH R?,eder1237,traditional,ecai
2013,MAPI R?,yaqa1246,traditional,ecai
2014,UPPER DIGUL R,awyu1263,traditional,ecai
2015,WANGGOM,wang1299,traditional,ecai
2016,WAMBON,wamb1259,traditional,ecai
2017,Wambon,mand1444,traditional,ecai
2018,Rungwayap,mand1444,traditional,ecai
2019,Uwimmerah Digul,mand1444,traditional,ecai
2020,Kambon,mand1444,traditional,ecai
2021,RIANTANA,rian1263,traditional,ecai
2022,SELARU,sela1259,traditional,ecai
2023,NOOM,ndom1245,traditional,ecai
2026,MAKLEW,makl1246,traditional,ecai
2027,South YELMEK,yelm1242,traditional,ecai
2028,North YELMEK,wana1273,traditional,ecai
2030,KIMAGHAMA,kima1246,traditional,ecai
2031,MOMBUM,nucl1452,traditional,ecai
2032,W-Coast MARIND,nucl1622,traditional,ecai
2033,MORAORI,moro1289,traditional,ecai
2034,MARIND Kumbe,nucl1622,traditional,ecai
2035,BIAN MARIND,bian1251,traditional,ecai
2036,Lowei Bian,nucl1622,traditional,ecai
2037,Atih,nucl1622,traditional,ecai
2060,DEHU,dehu1237,traditional,ecai
2061,NENGONE,neng1238,traditional,ecai
2062,Kwenyii,kwen1247,traditional,ecai
2069,LAVONGAI,tung1290,traditional,ecai
2070,LIHIR,lihi1237,traditional,ecai
2074,KEHELALA(TAVARA),kehe1241,traditional,ecai
2085,TUVALU,tuva1244,traditional,ecai
2087,SAMOAN,samo1305,traditional,ecai
2089,NIUE,niue1239,traditional,ecai
2090,TOKELAU,toke1240,traditional,ecai
2091,TONGAN,tong1325,traditional,ecai
2092,EAST UVEA,wall1257,traditional,ecai
2093,EAST FUTUNA,east2447,traditional,ecai
2097,Austronesian,aust1307,traditional,ecai
2124,BOAZI Kuini,kuni1265,traditional,ecai
2125,Zomakani,nucl1623,traditional,ecai
2126,Begua,bagw1238,traditional,ecai
2130,LOWER MOREHEAD(PEREMKA),kunj1246,traditional,ecai
2134,TONDA,tond1250,traditional,ecai
2135,UPPER MOREHEAD(ROUKU),wara1294,traditional,ecai
2136,Awyu-dumut Family,awyu1263,traditional,ecai
